arabidopsis_gene	rice_gene	orthology_type	orthology_confidence
AT5G48870	Os05g0389300	ortholog_one2one	1
AT3G20330	Os08g0248800	ortholog_one2one	1
AT4G39400	Os01g0718300	ortholog_one2one	1
AT1G78280	Os03g0389900	ortholog_one2one	1
AT5G45780	Os02g0236100	ortholog_one2one	1
AT1G29990	Os02g0246300	ortholog_one2one	1
AT4G20070	Os06g0665500	ortholog_one2one	1
AT1G74530	Os08g0171000	ortholog_one2one	1
AT5G24120	Os05g0586600	ortholog_one2one	1
AT2G14530	Os07g0498900	ortholog_one2one	1
AT2G04560	Os01g0752600	ortholog_one2one	1
AT1G22460	Os06g0219400	ortholog_one2one	1
AT3G53360	Os06g0506100	ortholog_one2one	1
AT1G34350	Os08g0104100	ortholog_one2one	1
AT4G33150	Os02g0783700	ortholog_one2one	1
AT3G53090	Os03g0683866	ortholog_one2one	1
AT5G11040	Os04g0502200	ortholog_one2one	1
AT1G56310	Os05g0357100	ortholog_one2one	1
AT5G19830	Os03g0347800	ortholog_one2one	1
AT4G02050	Os09g0416200	ortholog_one2one	1
AT5G53890	Os07g0107800	ortholog_one2one	1
AT1G24610	Os02g0733800	ortholog_one2one	1
AT1G49670	Os09g0459800	ortholog_one2one	1
AT2G06510	Os02g0776800	ortholog_one2one	1
AT2G46090	Os03g0125400	ortholog_one2one	1
AT1G42970	Os03g0129300	ortholog_one2one	1
AT1G68050	Os11g0547000	ortholog_one2one	1
AT4G01870	Os07g0638100	ortholog_one2one	1
AT3G18520	Os07g0164100	ortholog_one2one	1
AT2G35040	Os08g0206600	ortholog_one2one	1
AT2G20390	Os02g0754800	ortholog_one2one	1
AT5G22110	Os05g0160800	ortholog_one2one	1
AT4G31600	Os06g0188100	ortholog_one2one	1
AT3G09890	Os03g0145800	ortholog_one2one	1
AT5G42310	Os07g0548300	ortholog_one2one	1
AT2G02090	Os04g0566100	ortholog_one2one	1
AT3G55160	Os08g0169700	ortholog_one2one	1
AT1G15200	Os03g0701900	ortholog_one2one	1
AT1G11930	Os05g0150000	ortholog_one2one	1
AT4G29490	Os02g0224400	ortholog_one2one	1
AT1G01280	Os08g0131100	ortholog_one2one	1
AT5G47040	Os09g0533400	ortholog_one2one	1
AT2G26100	Os05g0199500	ortholog_one2one	1
AT5G35560	Os02g0777100	ortholog_one2one	1
AT2G03350	Os03g0210500	ortholog_one2one	1
AT5G66055	Os03g0135600	ortholog_one2one	1
AT4G24175	Os04g0250700	ortholog_one2one	1
AT3G15160	Os04g0626900	ortholog_one2one	1
AT5G18930	Os05g0141800	ortholog_one2one	1
AT1G62940	Os04g0310800	ortholog_one2one	1
AT5G27720	Os01g0256900	ortholog_one2one	1
AT5G37830	Os01g0966000	ortholog_one2one	1
AT5G45390	Os10g0580800	ortholog_one2one	1
AT3G48380	Os12g0285500	ortholog_one2one	1
AT3G52860	Os05g0154900	ortholog_one2one	1
AT3G63520	Os12g0640600	ortholog_one2one	1
AT1G64280	Os01g0194300	ortholog_one2one	1
AT1G56440	Os05g0129900	ortholog_one2one	1
AT5G63040	Os01g0704200	ortholog_one2one	1
AT3G01180	Os10g0437600	ortholog_one2one	1
AT1G27980	Os01g0100900	ortholog_one2one	1
AT3G29185	Os03g0758900	ortholog_one2one	1
AT1G03150	Os03g0699400	ortholog_one2one	1
AT2G34050	Os02g0312700	ortholog_one2one	1
AT5G48450	Os01g0100400	ortholog_one2one	1
AT2G37440	Os05g0114100	ortholog_one2one	1
AT5G18920	Os05g0404300	ortholog_one2one	1
AT5G57040	Os07g0160400	ortholog_one2one	1
AT2G45640	Os02g0122000	ortholog_one2one	1
AT1G47271	Os01g0634900	ortholog_one2one	1
AT2G27600	Os01g0141300	ortholog_one2one	1
AT5G63010	Os04g0507900	ortholog_one2one	1
AT5G58490	Os03g0818200	ortholog_one2one	1
AT3G02065	Os02g0201900	ortholog_one2one	1
AT3G21200	Os08g0254900	ortholog_one2one	1
AT4G20850	Os02g0664300	ortholog_one2one	1
AT2G19385	Os01g0583200	ortholog_one2one	1
AT5G22130	Os03g0670200	ortholog_one2one	1
AT2G47980	Os05g0188500	ortholog_one2one	1
AT4G34412	Os01g0142200	ortholog_one2one	1
AT5G52520	Os07g0165000	ortholog_one2one	1
AT1G79850	Os04g0691600	ortholog_one2one	1
AT4G13070	Os06g0304500	ortholog_one2one	1
AT3G54670	Os12g0641500	ortholog_one2one	1
AT2G34260	Os07g0660700	ortholog_one2one	1
AT1G72990	Os05g0539400	ortholog_one2one	1
AT3G51800	Os05g0350500	ortholog_one2one	1
AT1G77930	Os07g0626400	ortholog_one2one	1
AT4G39920	Os02g0557000	ortholog_one2one	1
AT5G58070	Os02g0612900	ortholog_one2one	1
AT5G48390	Os01g0890900	ortholog_one2one	1
AT1G62990	Os03g0123500	ortholog_one2one	1
AT2G26430	Os01g0377500	ortholog_one2one	1
AT3G28720	Os06g0584200	ortholog_one2one	1
AT3G24350	Os01g0179200	ortholog_one2one	1
AT3G21110	Os09g0467100	ortholog_one2one	1
AT1G04200	Os01g0773100	ortholog_one2one	1
AT1G80860	Os02g0612100	ortholog_one2one	1
AT4G18780	Os01g0750300	ortholog_one2one	1
AT5G03800	Os07g0172600	ortholog_one2one	1
AT3G17365	Os08g0517600	ortholog_one2one	1
AT5G15880	Os09g0108400	ortholog_one2one	1
AT1G22940	Os12g0192500	ortholog_one2one	1
AT5G04430	Os02g0822300	ortholog_one2one	1
AT5G06580	Os07g0163000	ortholog_one2one	1
AT4G21300	Os03g0781100	ortholog_one2one	1
AT2G24540	Os06g0655500	ortholog_one2one	1
AT1G51580	Os09g0498600	ortholog_one2one	1
AT4G16390	Os03g0215900	ortholog_one2one	1
AT4G16510	Os02g0662200	ortholog_one2one	1
AT1G01290	Os04g0460500	ortholog_one2one	1
AT3G08560	Os05g0480700	ortholog_one2one	1
AT5G57090	Os06g0660200	ortholog_one2one	1
AT5G10910	Os02g0137600	ortholog_one2one	1
AT1G02860	Os07g0673200	ortholog_one2one	1
AT4G38150	Os01g0546500	ortholog_one2one	1
AT4G00300	Os03g0124300	ortholog_one2one	1
AT2G16050	Os12g0596300	ortholog_one2one	1
AT2G45460	Os03g0127600	ortholog_one2one	1
AT1G51720	Os01g0558200	ortholog_one2one	1
AT2G22610	Os03g0114000	ortholog_one2one	1
AT2G12646	Os02g0183000	ortholog_one2one	1
AT5G12040	Os03g0175600	ortholog_one2one	1
AT1G44790	Os04g0448600	ortholog_one2one	1
AT2G40935	Os01g0267400	ortholog_one2one	1
AT3G10220	Os04g0692100	ortholog_one2one	1
AT1G03160	Os05g0390100	ortholog_one2one	1
AT3G07050	Os01g0375000	ortholog_one2one	1
AT2G30170	Os01g0164600	ortholog_one2one	1
AT5G38380	Os07g0283200	ortholog_one2one	1
AT5G14050	Os07g0603200	ortholog_one2one	1
AT1G47640	Os03g0766000	ortholog_one2one	1
AT5G04830	Os01g0965900	ortholog_one2one	1
AT2G15560	Os08g0230500	ortholog_one2one	1
AT3G47530	Os08g0434000	ortholog_one2one	1
AT1G48170	Os12g0182800	ortholog_one2one	1
AT5G16690	Os10g0402200	ortholog_one2one	1
AT1G68570	Os06g0264500	ortholog_one2one	1
AT5G08110	Os02g0111900	ortholog_one2one	1
AT3G66654	Os07g0476500	ortholog_one2one	1
AT1G76570	Os09g0296800	ortholog_one2one	1
AT1G11870	Os11g0610900	ortholog_one2one	1
AT2G41720	Os07g0213300	ortholog_one2one	1
AT5G47520	Os07g0634200	ortholog_one2one	1
AT3G18790	Os02g0602500	ortholog_one2one	1
AT5G59750	Os05g0460600	ortholog_one2one	1
AT4G18520	Os03g0644200	ortholog_one2one	1
AT2G20540	Os05g0439300	ortholog_one2one	1
AT3G27925	Os05g0568900	ortholog_one2one	1
AT1G05910	Os09g0515100	ortholog_one2one	1
AT3G21820	Os04g0629100	ortholog_one2one	1
AT3G11210	Os11g0708400	ortholog_one2one	1
AT1G73930	Os03g0259700	ortholog_one2one	1
AT2G47620	Os04g0480300	ortholog_one2one	1
AT5G04710	Os01g0967900	ortholog_one2one	1
AT4G01935	Os01g0252600	ortholog_one2one	1
AT5G51150	Os07g0494900	ortholog_one2one	1
AT1G45474	Os02g0764500	ortholog_one2one	1
AT1G57540	Os01g0250600	ortholog_one2one	1
AT2G05170	Os04g0382700	ortholog_one2one	1
AT3G62940	Os04g0619500	ortholog_one2one	1
AT4G02260	Os03g0340900	ortholog_one2one	1
AT4G02350	Os01g0351300	ortholog_one2one	1
AT1G79810	Os05g0275700	ortholog_one2one	1
AT4G10800	Os06g0129200	ortholog_one2one	1
AT4G16563	Os04g0535200	ortholog_one2one	1
AT3G14080	Os04g0445800	ortholog_one2one	1
AT3G11540	Os08g0559300	ortholog_one2one	1
AT1G50120	Os06g0618600	ortholog_one2one	1
AT5G01340	Os03g0292200	ortholog_one2one	1
AT1G02100	Os06g0140100	ortholog_one2one	1
AT4G34360	Os11g0557700	ortholog_one2one	1
AT2G28070	Os03g0859500	ortholog_one2one	1
AT4G09620	Os03g0838900	ortholog_one2one	1
AT5G66470	Os05g0567300	ortholog_one2one	1
AT1G04970	Os09g0482720	ortholog_one2one	1
AT3G63480	Os08g0117000	ortholog_one2one	1
AT2G43560	Os08g0541400	ortholog_one2one	1
AT3G03310	Os09g0513100	ortholog_one2one	1
AT1G02060	Os02g0121900	ortholog_one2one	1
AT5G51070	Os02g0526400	ortholog_one2one	1
AT4G25450	Os07g0464600	ortholog_one2one	1
AT1G67730	Os04g0483500	ortholog_one2one	1
AT1G63440	Os04g0556000	ortholog_one2one	1
AT3G46560	Os12g0571200	ortholog_one2one	1
AT3G14240	Os08g0452100	ortholog_one2one	1
AT4G27750	Os06g0129300	ortholog_one2one	1
AT5G27620	Os03g0737600	ortholog_one2one	1
AT5G17410	Os04g0501700	ortholog_one2one	1
AT5G17710	Os02g0612000	ortholog_one2one	1
AT4G17380	Os07g0486000	ortholog_one2one	1
AT3G25440	Os04g0492900	ortholog_one2one	1
AT2G41450	Os05g0376600	ortholog_one2one	1
AT5G47570	Os10g0551600	ortholog_one2one	1
AT2G26830	Os09g0438400	ortholog_one2one	1
AT5G62530	Os05g0536400	ortholog_one2one	1
AT3G53490	Os03g0282800	ortholog_one2one	1
AT5G50390	Os08g0138600	ortholog_one2one	1
AT1G24706	Os01g0916800	ortholog_one2one	1
AT2G16790	Os06g0114650	ortholog_one2one	1
AT3G18110	Os06g0199100	ortholog_one2one	1
AT4G16490	Os07g0584900	ortholog_one2one	1
AT3G03690	Os10g0437000	ortholog_one2one	1
AT1G24340	Os01g0901700	ortholog_one2one	1
AT2G34960	Os01g0209800	ortholog_one2one	1
AT1G10930	Os04g0433800	ortholog_one2one	1
AT3G16560	Os04g0403701	ortholog_one2one	1
AT5G53190	Os05g0214300	ortholog_one2one	1
AT3G51930	Os01g0946100	ortholog_one2one	1
AT1G78690	Os04g0667000	ortholog_one2one	1
AT5G11260	Os02g0203000	ortholog_one2one	1
AT1G62730	Os06g0104100	ortholog_one2one	1
AT4G33670	Os12g0482700	ortholog_one2one	1
AT3G52140	Os02g0717400	ortholog_one2one	1
AT5G24520	Os02g0682500	ortholog_one2one	1
AT3G17611	Os01g0283500	ortholog_one2one	1
AT4G08940	Os09g0473400	ortholog_one2one	1
AT2G34630	Os08g0193100	ortholog_one2one	1
AT5G60570	Os04g0619300	ortholog_one2one	1
AT5G21160	Os01g0266000	ortholog_one2one	1
AT2G01210	Os01g0514700	ortholog_one2one	1
AT2G35500	Os10g0577700	ortholog_one2one	1
AT4G29720	Os01g0710200	ortholog_one2one	1
AT5G01400	Os07g0693900	ortholog_one2one	1
AT3G61360	Os06g0694600	ortholog_one2one	1
AT1G03510	Os03g0852000	ortholog_one2one	1
AT4G33760	Os01g0153400	ortholog_one2one	1
AT5G53850	Os11g0484000	ortholog_one2one	1
AT2G41760	Os05g0387900	ortholog_one2one	1
AT5G51570	Os06g0136000	ortholog_one2one	1
AT1G49470	Os08g0462900	ortholog_one2one	1
AT3G09090	Os03g0825700	ortholog_one2one	1
AT3G55070	Os05g0160100	ortholog_one2one	1
AT2G29890	Os05g0153000	ortholog_one2one	1
AT3G10700	Os04g0608100	ortholog_one2one	1
AT1G05790	Os04g0489100	ortholog_one2one	1
AT1G08315	Os01g0956075	ortholog_one2one	1
AT5G19950	Os01g0178100	ortholog_one2one	1
AT1G67960	Os03g0715400	ortholog_one2one	1
AT4G05160	Os03g0152400	ortholog_one2one	1
AT1G31600	Os04g0602700	ortholog_one2one	1
AT1G26230	Os04g0443900	ortholog_one2one	1
AT4G02450	Os08g0359500	ortholog_one2one	1
AT5G07270	Os10g0521600	ortholog_one2one	1
AT4G35830	Os03g0136900	ortholog_one2one	1
AT1G14345	Os03g0170500	ortholog_one2one	1
AT1G11545	Os07g0529700	ortholog_one2one	1
AT1G12470	Os08g0178100	ortholog_one2one	1
AT5G58230	Os03g0640100	ortholog_one2one	1
AT1G19520	Os02g0611400	ortholog_one2one	1
AT4G32300	Os06g0494100	ortholog_one2one	1
AT1G24510	Os06g0562600	ortholog_one2one	1
AT1G31430	Os06g0597500	ortholog_one2one	1
AT3G49890	Os03g0201200	ortholog_one2one	1
AT2G37510	Os03g0278800	ortholog_one2one	1
AT4G34020	Os05g0519600	ortholog_one2one	1
AT2G35720	Os10g0507800	ortholog_one2one	1
AT1G68290	Os01g0128100	ortholog_one2one	1
AT2G35680	Os10g0561900	ortholog_one2one	1
AT3G52030	Os11g0182400	ortholog_one2one	1
AT5G59180	Os05g0400700	ortholog_one2one	1
AT4G32140	Os04g0645600	ortholog_one2one	1
AT3G12150	Os02g0195000	ortholog_one2one	1
AT4G30790	Os02g0179800	ortholog_one2one	1
AT3G33520	Os01g0269900	ortholog_one2one	1
AT1G69020	Os09g0475700	ortholog_one2one	1
AT3G12300	Os09g0510200	ortholog_one2one	1
AT1G44900	Os11g0484300	ortholog_one2one	1
AT1G27340	Os01g0923900	ortholog_one2one	1
AT1G80680	Os03g0172000	ortholog_one2one	1
AT2G36130	Os08g0559400	ortholog_one2one	1
AT4G35560	Os04g0564700	ortholog_one2one	1
AT1G11800	Os12g0414900	ortholog_one2one	1
AT3G20500	Os03g0568900	ortholog_one2one	1
AT1G72050	Os05g0121400	ortholog_one2one	1
AT3G15090	Os01g0753100	ortholog_one2one	1
AT3G54390	Os09g0558200	ortholog_one2one	1
AT1G08845	Os10g0559900	ortholog_one2one	1
AT3G21360	Os01g0190000	ortholog_one2one	1
AT5G42320	Os02g0119300	ortholog_one2one	1
AT5G67220	Os06g0712900	ortholog_one2one	1
AT2G42700	Os11g0169100	ortholog_one2one	1
AT1G62830	Os02g0755200	ortholog_one2one	1
AT5G06680	Os09g0446200	ortholog_one2one	1
AT1G80950	Os05g0357800	ortholog_one2one	1
AT5G48910	Os09g0474051	ortholog_one2one	1
AT3G24495	Os01g0180600	ortholog_one2one	1
AT3G63120	Os05g0398000	ortholog_one2one	1
AT1G77710	Os01g0962400	ortholog_one2one	1
AT1G14620	Os06g0300600	ortholog_one2one	1
AT4G26900	Os03g0256400	ortholog_one2one	1
AT1G50430	Os02g0465400	ortholog_one2one	1
AT3G10185	Os05g0376800	ortholog_one2one	1
AT2G18760	Os01g0102800	ortholog_one2one	1
AT2G34620	Os03g0785200	ortholog_one2one	1
AT5G22260	Os09g0449000	ortholog_one2one	1
AT1G63780	Os08g0155000	ortholog_one2one	1
AT1G55150	Os01g0197200	ortholog_one2one	1
AT1G32410	Os02g0803400	ortholog_one2one	1
AT3G53220	Os04g0560200	ortholog_one2one	1
AT3G19990	Os02g0828200	ortholog_one2one	1
AT5G15400	Os03g0427900	ortholog_one2one	1
AT1G11090	Os07g0565700	ortholog_one2one	1
AT4G35250	Os08g0553800	ortholog_one2one	1
AT4G02440	Os05g0365000	ortholog_one2one	1
AT1G03110	Os03g0746800	ortholog_one2one	1
AT5G47800	Os09g0266600	ortholog_one2one	1
AT4G24160	Os09g0520200	ortholog_one2one	1
AT1G50200	Os10g0182000	ortholog_one2one	1
AT5G23400	Os04g0677200	ortholog_one2one	1
AT3G21670	Os04g0464400	ortholog_one2one	1
AT1G09570	Os03g0719800	ortholog_one2one	1
AT3G55830	Os06g0705000	ortholog_one2one	1
AT4G21800	Os03g0312600	ortholog_one2one	1
AT1G19720	Os03g0807400	ortholog_one2one	1
AT3G49640	Os04g0531300	ortholog_one2one	1
AT5G50170	Os04g0476600	ortholog_one2one	1
AT1G54520	Os03g0695500	ortholog_one2one	1
AT1G51940	Os01g0741200	ortholog_one2one	1
AT3G12040	Os02g0774500	ortholog_one2one	1
AT5G13240	Os04g0662900	ortholog_one2one	1
AT5G56590	Os01g0739700	ortholog_one2one	1
AT3G48140	Os06g0246000	ortholog_one2one	1
AT3G03900	Os07g0573100	ortholog_one2one	1
AT5G10020	Os07g0626500	ortholog_one2one	1
AT4G03115	Os12g0533800	ortholog_one2one	1
AT2G31170	Os09g0556500	ortholog_one2one	1
AT4G21070	Os05g0512000	ortholog_one2one	1
AT1G03600	Os03g0333400	ortholog_one2one	1
AT5G19680	Os02g0230100	ortholog_one2one	1
AT5G59440	Os07g0639900	ortholog_one2one	1
AT5G50320	Os04g0484900	ortholog_one2one	1
AT5G13840	Os01g0972900	ortholog_one2one	1
AT2G27450	Os02g0533900	ortholog_one2one	1
AT4G04870	Os01g0789100	ortholog_one2one	1
AT2G20490	Os02g0618250	ortholog_one2one	1
AT4G28450	Os01g0238900	ortholog_one2one	1
AT1G64500	Os01g0235900	ortholog_one2one	1
AT3G56820	Os01g0810200	ortholog_one2one	1
AT3G02600	Os01g0139600	ortholog_one2one	1
AT5G05740	Os01g0142100	ortholog_one2one	1
AT1G08840	Os04g0588200	ortholog_one2one	1
AT1G30960	Os08g0207600	ortholog_one2one	1
AT5G24020	Os06g0106000	ortholog_one2one	1
AT1G08490	Os12g0287300	ortholog_one2one	1
AT1G32190	Os08g0161500	ortholog_one2one	1
AT5G39210	Os01g0763700	ortholog_one2one	1
AT5G54730	Os01g0786900	ortholog_one2one	1
AT1G66670	Os01g0507900	ortholog_one2one	1
AT1G11680	Os11g0525200	ortholog_one2one	1
AT3G07790	Os06g0502900	ortholog_one2one	1
AT4G00840	Os07g0467800	ortholog_one2one	1
AT1G02680	Os01g0338100	ortholog_one2one	1
AT3G57790	Os09g0487600	ortholog_one2one	1
AT2G37990	Os04g0685100	ortholog_one2one	1
AT1G52150	Os01g0200300	ortholog_one2one	1
AT5G27740	Os03g0792600	ortholog_one2one	1
AT3G56160	Os02g0531200	ortholog_one2one	1
AT3G18480	Os03g0710900	ortholog_one2one	1
AT1G78530	Os01g0247500	ortholog_one2one	1
AT2G40550	Os01g0166800	ortholog_one2one	1
AT3G18760	Os01g0220300	ortholog_one2one	1
AT5G20320	Os04g0509300	ortholog_one2one	1
AT1G77320	Os11g0191300	ortholog_one2one	1
AT5G63970	Os01g0960500	ortholog_one2one	1
AT4G22830	Os04g0379400	ortholog_one2one	1
AT1G80750	Os08g0542100	ortholog_one2one	1
AT4G15470	Os05g0402300	ortholog_one2one	1
AT1G50670	Os02g0164800	ortholog_one2one	1
AT5G17230	Os06g0729000	ortholog_one2one	1
AT4G14305	Os08g0566900	ortholog_one2one	1
AT1G10500	Os06g0146400	ortholog_one2one	1
AT1G31860	Os01g0276500	ortholog_one2one	1
AT1G79390	Os02g0495900	ortholog_one2one	1
AT1G43620	Os01g0867600	ortholog_one2one	1
AT2G22870	Os03g0232500	ortholog_one2one	1
AT1G12800	Os02g0115600	ortholog_one2one	1
AT4G38490	Os09g0450200	ortholog_one2one	1
AT2G42070	Os09g0553300	ortholog_one2one	1
AT2G20495	Os07g0458800	ortholog_one2one	1
AT3G55350	Os01g0838900	ortholog_one2one	1
AT3G04790	Os07g0176900	ortholog_one2one	1
AT5G08415	Os05g0511500	ortholog_one2one	1
AT5G62740	Os05g0591900	ortholog_one2one	1
AT1G02330	Os03g0374100	ortholog_one2one	1
AT3G51070	Os06g0712800	ortholog_one2one	1
AT3G23400	Os11g0595200	ortholog_one2one	1
AT2G20370	Os03g0144800	ortholog_one2one	1
AT4G28500	Os05g0563000	ortholog_one2one	1
AT5G39410	Os07g0597100	ortholog_one2one	1
AT3G19260	Os03g0264000	ortholog_one2one	1
AT4G39970	Os08g0485900	ortholog_one2one	1
AT5G19300	Os04g0244500	ortholog_one2one	1
AT2G36570	Os12g0145900	ortholog_one2one	1
AT1G77220	Os05g0516900	ortholog_one2one	1
AT2G27350	Os04g0414100	ortholog_one2one	1
AT1G17760	Os12g0571900	ortholog_one2one	1
AT2G36910	Os08g0564300	ortholog_one2one	1
AT4G34850	Os07g0411300	ortholog_one2one	1
AT1G79915	Os06g0639300	ortholog_one2one	1
AT5G54660	Os05g0500500	ortholog_one2one	1
AT3G62120	Os12g0443700	ortholog_one2one	1
AT1G06590	Os12g0626300	ortholog_one2one	1
AT1G13990	Os03g0168200	ortholog_one2one	1
AT4G14605	Os02g0602400	ortholog_one2one	1
AT1G20230	Os05g0370000	ortholog_one2one	1
AT3G49500	Os01g0527600	ortholog_one2one	1
AT4G09140	Os01g0958900	ortholog_one2one	1
AT1G68850	Os06g0274800	ortholog_one2one	1
AT3G58520	Os04g0546100	ortholog_one2one	1
AT1G09820	Os10g0484300	ortholog_one2one	1
AT3G21580	Os05g0400600	ortholog_one2one	1
AT1G09800	Os12g0194800	ortholog_one2one	1
AT3G06980	Os03g0108600	ortholog_one2one	1
AT1G67420	Os07g0295800	ortholog_one2one	1
AT5G61750	Os11g0537350	ortholog_one2one	1
AT1G51610	Os04g0298200	ortholog_one2one	1
AT1G55000	Os03g0699600	ortholog_one2one	1
AT1G09770	Os04g0348300	ortholog_one2one	1
AT2G38710	Os10g0573100	ortholog_one2one	1
AT2G41540	Os01g0939600	ortholog_one2one	1
AT3G05040	Os01g0363900	ortholog_one2one	1
AT1G14300	Os10g0406800	ortholog_one2one	1
AT2G25620	Os06g0597200	ortholog_one2one	1
AT3G46780	Os05g0291700	ortholog_one2one	1
AT3G03810	Os05g0132500	ortholog_one2one	1
AT1G06710	Os04g0488500	ortholog_one2one	1
AT4G25720	Os06g0103700	ortholog_one2one	1
AT4G29830	Os11g0660300	ortholog_one2one	1
AT5G13230	Os03g0441400	ortholog_one2one	1
AT2G37250	Os03g0130400	ortholog_one2one	1
AT3G17810	Os02g0736400	ortholog_one2one	1
AT5G20110	Os01g0555600	ortholog_one2one	1
AT3G58490	Os03g0805400	ortholog_one2one	1
AT1G05690	Os01g0893400	ortholog_one2one	1
AT5G49970	Os10g0377800	ortholog_one2one	1
AT5G58510	Os03g0295700	ortholog_one2one	1
AT3G05990	Os05g0393100	ortholog_one2one	1
AT5G52960	Os05g0569200	ortholog_one2one	1
AT5G23630	Os05g0402800	ortholog_one2one	1
AT5G19150	Os11g0276300	ortholog_one2one	1
AT1G70330	Os08g0205200	ortholog_one2one	1
AT1G09020	Os03g0856400	ortholog_one2one	1
AT3G56990	Os06g0128400	ortholog_one2one	1
AT5G54440	Os12g0554400	ortholog_one2one	1
AT3G11830	Os06g0687700	ortholog_one2one	1
AT3G16630	Os05g0154700	ortholog_one2one	1
AT1G79870	Os01g0228600	ortholog_one2one	1
AT1G30580	Os08g0199300	ortholog_one2one	1
AT2G31890	Os03g0425000	ortholog_one2one	1
AT2G31900	Os03g0747900	ortholog_one2one	1
AT3G29130	Os03g0640400	ortholog_one2one	1
AT1G06730	Os03g0164700	ortholog_one2one	1
AT5G66120	Os09g0539100	ortholog_one2one	1
AT1G08600	Os10g0457700	ortholog_one2one	1
AT5G17640	Os08g0163500	ortholog_one2one	1
AT2G01460	Os04g0280200	ortholog_one2one	1
AT1G64970	Os02g0701600	ortholog_one2one	1
AT3G24190	Os02g0816600	ortholog_one2one	1
AT1G51965	Os02g0226900	ortholog_one2one	1
AT4G24840	Os03g0849600	ortholog_one2one	1
AT1G79440	Os02g0173900	ortholog_one2one	1
AT1G70820	Os06g0476200	ortholog_one2one	1
AT4G17620	Os05g0392100	ortholog_one2one	1
AT1G62350	Os03g0297700	ortholog_one2one	1
AT4G14330	Os02g0810200	ortholog_one2one	1
AT1G62390	Os09g0135400	ortholog_one2one	1
AT5G58260	Os01g0882500	ortholog_one2one	1
AT2G45670	Os06g0712300	ortholog_one2one	1
AT4G40050	Os09g0470900	ortholog_one2one	1
AT1G04690	Os02g0817500	ortholog_one2one	1
AT1G03030	Os12g0601200	ortholog_one2one	1
AT1G68830	Os05g0549100	ortholog_one2one	1
AT1G12520	Os04g0573200	ortholog_one2one	1
AT4G37030	Os04g0449500	ortholog_one2one	1
AT1G18560	Os01g0111400	ortholog_one2one	1
AT5G15100	Os01g0715600	ortholog_one2one	1
AT5G66180	Os02g0320100	ortholog_one2one	1
AT5G04200	Os11g0134700	ortholog_one2one	1
AT4G05530	Os09g0133200	ortholog_one2one	1
AT5G48960	Os01g0250900	ortholog_one2one	1
AT3G05070	Os06g0730800	ortholog_one2one	1
AT2G26350	Os07g0608800	ortholog_one2one	1
AT5G09230	Os12g0179800	ortholog_one2one	1
AT2G39830	Os03g0267800	ortholog_one2one	1
AT3G57680	Os06g0318600	ortholog_one2one	1
AT5G18820	Os09g0563300	ortholog_one2one	1
AT2G04270	Os08g0323600	ortholog_one2one	1
AT3G15430	Os07g0459400	ortholog_one2one	1
AT5G05570	Os07g0693700	ortholog_one2one	1
AT1G74850	Os03g0824100	ortholog_one2one	1
AT1G31440	Os03g0266700	ortholog_one2one	1
AT3G53180	Os10g0456500	ortholog_one2one	1
AT5G63200	Os01g0906600	ortholog_one2one	1
AT1G16540	Os06g0670000	ortholog_one2one	1
AT5G04600	Os08g0412200	ortholog_one2one	1
AT1G77360	Os03g0761300	ortholog_one2one	1
AT3G48880	Os10g0502900	ortholog_one2one	1
AT3G54690	Os02g0158300	ortholog_one2one	1
AT5G64250	Os08g0485400	ortholog_one2one	1
AT5G46840	Os03g0854300	ortholog_one2one	1
AT4G04880	Os07g0661000	ortholog_one2one	1
AT2G33800	Os03g0452300	ortholog_one2one	1
AT3G56840	Os01g0809900	ortholog_one2one	1
AT5G42800	Os01g0633500	ortholog_one2one	1
AT5G63440	Os07g0295200	ortholog_one2one	1
AT3G18580	Os01g0642900	ortholog_one2one	1
AT4G30310	Os02g0177900	ortholog_one2one	1
AT1G47570	Os11g0175500	ortholog_one2one	1
AT2G46920	Os03g0372500	ortholog_one2one	1
AT1G35660	Os01g0873800	ortholog_one2one	1
AT1G13250	Os04g0530900	ortholog_one2one	1
AT5G53180	Os01g0619000	ortholog_one2one	1
AT5G58740	Os01g0668000	ortholog_one2one	1
AT1G03950	Os10g0476400	ortholog_one2one	1
AT4G27120	Os07g0103200	ortholog_one2one	1
AT2G38920	Os03g0650900	ortholog_one2one	1
AT5G19410	Os05g0384600	ortholog_one2one	1
AT5G14260	Os12g0236900	ortholog_one2one	1
AT5G44750	Os06g0691000	ortholog_one2one	1
AT1G54500	Os08g0323400	ortholog_one2one	1
AT3G22670	Os03g0746400	ortholog_one2one	1
AT5G53480	Os12g0568800	ortholog_one2one	1
AT3G08505	Os06g0318700	ortholog_one2one	1
AT1G49970	Os05g0592100	ortholog_one2one	1
AT1G68080	Os03g0238700	ortholog_one2one	1
AT5G64670	Os08g0310100	ortholog_one2one	1
AT4G17760	Os06g0132600	ortholog_one2one	1
AT5G62710	Os12g0638100	ortholog_one2one	1
AT1G76990	Os02g0555600	ortholog_one2one	1
AT1G31812	Os06g0115300	ortholog_one2one	1
AT3G04480	Os02g0810450	ortholog_one2one	1
AT2G20020	Os01g0495900	ortholog_one2one	1
AT3G56650	Os01g0805300	ortholog_one2one	1
AT5G66380	Os03g0734700	ortholog_one2one	1
AT2G46100	Os04g0578200	ortholog_one2one	1
AT1G76920	Os04g0686700	ortholog_one2one	1
