"organ","tissue_simple","sensor","value"
"Silique 5 DPA","male reproductive","ConjugationDeconjugation",0.116926057222718
"Silique 5 DPA","male reproductive","PAT",0.0492265394970294
"Silique 5 DPA","male reproductive","Synthesis",0.0153686100900987
"Silique 5 DPA","phloem","A-ARF",0.113526698354854
"Silique 5 DPA","phloem","ConjugationDeconjugation",0.126281281187487
"Silique 5 DPA","phloem","PAT",0.0754573379563127
"Silique 5 DPA","phloem","Synthesis",0.0143012132105125
"Silique 5 DPA","seed coat","A-ARF",0.14509405446931
"Silique 5 DPA","seed coat","ConjugationDeconjugation",0.197558522843971
"Silique 5 DPA","seed coat","PAT",0.0761343343058663
"Silique 5 DPA","seed coat","Synthesis",0.0273713446786578
"Silique 5 DPA","unknown","A-ARF",0.122093350981451
"Silique 5 DPA","unknown","ConjugationDeconjugation",0.122005616149007
"Silique 5 DPA","unknown","PAT",0.0514410064599554
"Silique 5 DPA","unknown","Synthesis",0.0151188940891527
"Silique 5 DPA","xylem","A-ARF",0.0824998069476331
"Silique 5 DPA","xylem","ConjugationDeconjugation",0.115952695657195
"Silique 5 DPA","xylem","PAT",0.0667496995536493
"Silique 5 DPA","xylem","Synthesis",0.0252837195748621
"Cauline 42 DAG","bundle-sheath","A-ARF",0.110788777172353
"Cauline 42 DAG","bundle-sheath","ConjugationDeconjugation",0.115061006937439
"Cauline 42 DAG","bundle-sheath","PAT",0.101851730244182
"Cauline 42 DAG","bundle-sheath","Synthesis",0
"Cauline 42 DAG","epidermis","A-ARF",0.154357995361225
"Cauline 42 DAG","epidermis","ConjugationDeconjugation",0.163604600501085
"Cauline 42 DAG","epidermis","PAT",0.320998138532441
"Cauline 42 DAG","epidermis","Synthesis",0.0403029572592384
"Cauline 42 DAG","guard cell","A-ARF",0.0465875525681404
"Cauline 42 DAG","guard cell","ConjugationDeconjugation",0.102683582027815
"Cauline 42 DAG","guard cell","PAT",0.0813315028056618
"Cauline 42 DAG","guard cell","Synthesis",0.0288344682291923
"Cauline 42 DAG","mesophyll","A-ARF",0.137478386827695
"Cauline 42 DAG","mesophyll","ConjugationDeconjugation",0.120408376159332
"Cauline 42 DAG","mesophyll","PAT",0.132815418381241
"Cauline 42 DAG","mesophyll","Synthesis",0.0697515744684493
"Cauline 42 DAG","phloem","A-ARF",0.109050656901263
"Cauline 42 DAG","phloem","ConjugationDeconjugation",0.23512996201405
"Cauline 42 DAG","phloem","PAT",0.159372302991706
"Cauline 42 DAG","phloem","Synthesis",0.0227459103002243
"Cauline 42 DAG","xylem","A-ARF",0.141227655659279
"Cauline 42 DAG","xylem","ConjugationDeconjugation",0.247446736826022
"Cauline 42 DAG","xylem","PAT",0.144027905381072
"Cauline 42 DAG","xylem","Synthesis",0.0294790109469472
"Stem 42 DAG","bundle sheath","A-ARF",0.136214498140711
"Stem 42 DAG","bundle sheath","ConjugationDeconjugation",0.1393265804558
"Stem 42 DAG","bundle sheath","PAT",0.176216306764496
"Stem 42 DAG","bundle sheath","Synthesis",0.0292925147150302
"Stem 42 DAG","cortex","A-ARF",0.11097953888116
"Stem 42 DAG","cortex","ConjugationDeconjugation",0.264885220407591
"Stem 42 DAG","cortex","PAT",0.0842532110940723
"Stem 42 DAG","cortex","Synthesis",0.102919820710179
"Stem 42 DAG","epidermis","A-ARF",0.131422741934704
"Stem 42 DAG","epidermis","ConjugationDeconjugation",0.183563297772392
"Stem 42 DAG","epidermis","PAT",0.0814367841692605
"Stem 42 DAG","epidermis","Synthesis",0.119159675944938
"Stem 42 DAG","guard cell","A-ARF",0.11192332603612
"Stem 42 DAG","guard cell","ConjugationDeconjugation",0.134904755871755
"Stem 42 DAG","guard cell","PAT",0.0692251722852404
"Stem 42 DAG","guard cell","Synthesis",0.0670227873457537
"Stem 42 DAG","phloem","A-ARF",0.138764766793157
"Stem 42 DAG","phloem","ConjugationDeconjugation",0.335390015459158
"Stem 42 DAG","phloem","PAT",0.259617083282432
"Stem 42 DAG","phloem","Synthesis",0.0854533033103275
"Stem 42 DAG","pith","A-ARF",0.105426425059443
"Stem 42 DAG","pith","ConjugationDeconjugation",0.17224300754736
"Stem 42 DAG","pith","PAT",0.0560246591764249
"Stem 42 DAG","pith","Synthesis",0.0897737400285195
"Stem 42 DAG","procambium","A-ARF",0.218823368416683
"Stem 42 DAG","procambium","ConjugationDeconjugation",0.218243405494413
"Stem 42 DAG","procambium","PAT",0.256460785965379
"Stem 42 DAG","procambium","Synthesis",0.0450652331919722
"Stem 42 DAG","vascular (unspecified)","A-ARF",0.0957578537565826
"Stem 42 DAG","vascular (unspecified)","ConjugationDeconjugation",0.160954483106475
"Stem 42 DAG","vascular (unspecified)","PAT",0.108112620718756
"Stem 42 DAG","vascular (unspecified)","Synthesis",0.141816940538124
"Stem 42 DAG","xylem","A-ARF",0.0751384238982287
"Stem 42 DAG","xylem","ConjugationDeconjugation",0.0995160436721703
"Stem 42 DAG","xylem","PAT",0.068021778014493
"Stem 42 DAG","xylem","Synthesis",0.197982608921844
